Investigation_Num;id;archivedAt;createdAt;createdById;description;priority;status;type;updatedAt;serviceDeskId;shortId
78;239e1dfc-f2ea-4403-961c-c54b35b37fa0;;2024-06-25T12:54:47.323183Z;unE9KOVmNYSqjgdwf3SKXEU9ISytIzVc@clients;2024-06-25 - 104.21.84.18 was identified as a malicious IP on CTU Botnet IP Indicators;2;CLOSED_FALSE_POSITIVE_ALERT;SECURITY_INVESTIGATION;2024-07-05T20:26:15.76496Z;1717478;INV00069
79;30f6d624-c07d-4ef0-9a6d-76cf4983e7d7;;2024-06-25T12:46:25.779223Z;unE9KOVmNYSqjgdwf3SKXEU9ISytIzVc@clients;2024-06-25 - 104.21.84.18 was identified as a malicious IP on CTU Botnet IP Indicators;2;CLOSED_FALSE_POSITIVE_ALERT;SECURITY_INVESTIGATION;2024-07-05T20:25:49.273697Z;1717476;INV00068
80;0f7d970a-5819-43d5-9606-d7db7bb50ec6;;2024-06-25T11:53:35.084022Z;unE9KOVmNYSqjgdwf3SKXEU9ISytIzVc@clients;2024-06-25 - 104.21.84.18 was identified as a malicious IP on CTU Botnet IP Indicators;2;CLOSED_FALSE_POSITIVE_ALERT;SECURITY_INVESTIGATION;2024-07-05T20:25:56.171015Z;1717466;INV00067
81;f7249837-5c40-410c-b773-bba3a7034cf3;;2024-06-25T11:22:35.797478Z;unE9KOVmNYSqjgdwf3SKXEU9ISytIzVc@clients;2024-06-25 - 172.67.184.196 was identified as a malicious IP on CTU Botnet IP Indicators;2;CLOSED_FALSE_POSITIVE_ALERT;SECURITY_INVESTIGATION;2024-07-05T20:25:52.414871Z;1717461;INV00066
82;b57376cd-db1f-46c7-ae4b-0473e04977f2;;2024-05-13T20:10:41.043249Z;d806fb36-96ed-466a-8ee8-c349fc54a700;E-mail solicitando resgate com remetente de “robson@technos.com.br” , que é um domínio válido, porém esse domínio não é utilizado para enviar e-mails;2;CLOSED_INCONCLUSIVE;SECURITY_INVESTIGATION;2024-05-24T19:07:28.107096Z;1712348;INV00065
83;71786166-f7a0-42f3-a002-cc78211d9a21;;2024-04-29T13:23:12.404029Z;unE9KOVmNYSqjgdwf3SKXEU9ISytIzVc@clients;2024-04-29 - Mail-Related Application Permissions Assigned to Service Principal;2;CLOSED_AUTHORIZED_ACTIVITY;SECURITY_INVESTIGATION;2024-04-30T14:50:49.590852Z;1710290;INV00064
84;a404ede4-510e-4a8e-9b38-5ddf59ac5f9e;;2024-04-24T13:29:04.542905Z;unE9KOVmNYSqjgdwf3SKXEU9ISytIzVc@clients;2024-04-24 - CMD calling itself via a pipe;2;CLOSED_INCONCLUSIVE;SECURITY_INVESTIGATION;2024-04-29T13:22:58.042362Z;1709997;INV00063
85;8ef1328b-d516-49ad-92bd-a620a3552f9c;;2024-04-17T13:18:48.488835Z;unE9KOVmNYSqjgdwf3SKXEU9ISytIzVc@clients;2024-04-17 - CMD calling itself via a pipe;2;CLOSED_INCONCLUSIVE;SECURITY_INVESTIGATION;2024-04-24T15:12:32.739723Z;1709590;INV00062
86;62cddfa5-5771-40c2-92de-c404207ddcdf;;2024-03-28T23:19:53.204305Z;d806fb36-96ed-466a-8ee8-c349fc54a700;2024-03-28 - Incidente de segurança (boleto falso);3;CLOSED_FALSE_POSITIVE_ALERT;SECURITY_INVESTIGATION;2024-06-25T12:34:37.805287Z;1708018;INV00061
87;a4c6285a-aa00-4817-88d6-103dedb92f27;;2024-03-20T17:33:06.356616Z;qQ1uUY0dQKzY87jNuTcXVMUJnsZbmKj8@clients;2024-03-20 - Mail-Related Application Permissions Assigned to Service Principal;2;CLOSED_AUTHORIZED_ACTIVITY;SECURITY_INVESTIGATION;2024-03-20T19:54:53.600386Z;1707073;INV00060
88;97d28a13-f18a-47d7-8b90-b10447d83265;;2024-03-16T03:35:53.929514Z;qQ1uUY0dQKzY87jNuTcXVMUJnsZbmKj8@clients;2024-03-16 - Atypical travel;2;CLOSED_INCONCLUSIVE;SECURITY_INVESTIGATION;2024-03-22T21:09:45.922267Z;1706594;INV00059
89;30723357-7296-400b-a4d2-6c0e9f5dc1d5;;2024-02-29T13:02:01.310407Z;qQ1uUY0dQKzY87jNuTcXVMUJnsZbmKj8@clients;2024-02-29 - cdn.discordapp.com was identified as malicious on the CTU Botnet Indicators Domain List - MSS;2;CLOSED_THREAT_MITIGATED;SECURITY_INVESTIGATION;2024-03-18T14:43:39.234418Z;1704022;INV00058
90;b58f95d0-5f8a-404d-9629-b107ec3b9031;;2024-02-28T15:06:03.189862Z;qQ1uUY0dQKzY87jNuTcXVMUJnsZbmKj8@clients;2024-02-28 - Suspicious Exchange Inbox Rule to Delete all Emails in Inbox;2;CLOSED_AUTHORIZED_ACTIVITY;SECURITY_INVESTIGATION;2024-02-29T13:06:03.895439Z;1703685;INV00057
91;bd107ffa-7fc1-4645-b262-094d2e3618e2;;2024-02-13T07:17:42.309242Z;qQ1uUY0dQKzY87jNuTcXVMUJnsZbmKj8@clients;2024-02-13 - Atypical travel;2;CLOSED_INCONCLUSIVE;SECURITY_INVESTIGATION;2024-02-15T19:24:53.85939Z;1699525;INV00056
92;68a4824a-2ea1-4452-a87b-1fcb758e8e50;;2024-01-23T17:50:20.996072Z;qQ1uUY0dQKzY87jNuTcXVMUJnsZbmKj8@clients;2024-01-23 - WMI Persistence for Encoded PowerShell 2;2;CLOSED_FALSE_POSITIVE_ALERT;SECURITY_INVESTIGATION;2024-01-23T19:23:17.178047Z;1697228;INV00055
93;92b839fc-accf-44da-aefd-1e134be14332;;2024-01-22T15:29:26.802523Z;qQ1uUY0dQKzY87jNuTcXVMUJnsZbmKj8@clients;2024-01-22 - WMI Persistence for Encoded PowerShell 2;2;CLOSED_FALSE_POSITIVE_ALERT;SECURITY_INVESTIGATION;2024-01-22T19:08:09.910968Z;1697119;INV00054
